thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
,,1.2,t,18.082109689712524,sub-process-rehearse,2,,No Feedback,15min,2026-04-21_13h52.07.878,DMN_BallTask,2,1,150,2,1.2,10,59.99199020516518,
