thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
,,1.2,t,25.60674476623535,sub-kym,1,,Feedback,30min,2026-04-16_11h34.08.544,DMN_BallTask,2,1,150,2,1.2,10,59.99576598483765,
