thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
,,1.2,t,1.727660894393921,001,7,,Feedback,15min,2026-04-16_09h35.23.882,DMN_BallTask,2,1,150,2,1.2,10,60.00288977235175,
