thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
,,1.2,t,0.9685628414154053,sub-001,3,,Feedback,15min,2026-03-23_13h11.20.437,DMN_BallTask,2,1,150,2,1.2,7.5,60.06243520199793,
