volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
64,10,77.3542628288269,78.5542640209198,0.450605,0.450615,feedback,0,0,False,0.0001091497724493303,0.3333333333333333,-0.3333333333333333
65,10,78.55358457565308,79.75358576774597,0.436897,0.436867,feedback,0,0,False,0.00010814974908430855,0.3333333333333333,-0.3333333333333333
66,10,79.77094197273254,80.97094316482544,0.408165,0.408153,feedback,0,0,False,0.0001111914868195771,0.3333333333333333,-0.3333333333333333
67,10,80.9711229801178,82.1711241722107,0.360442,0.360402,feedback,0,0,False,0.0001123915148576028,0.3333333333333333,-0.3333333333333333
68,10,82.17099165916443,83.37099285125733,0.376127,0.376116,feedback,0,0,False,0.00011639160831768388,0.3333333333333333,-0.3333333333333333
69,10,83.37011766433716,84.57011861801148,0.340847,0.340871,feedback,0,0,False,0.00011749163401920486,0.3333333333333333,-0.3333333333333333
70,10,84.58777379989624,85.78777499198914,0.324996,0.324989,feedback,0,0,False,0.00011505824383099124,0.3333333333333333,-0.3333333333333333
71,10,85.78784799575806,86.98784894943238,0.304347,0.304335,feedback,0,0,False,0.00011575826018650949,0.3333333333333333,-0.3333333333333333
72,10,86.98775315284729,88.18775434494019,0.290358,0.290384,feedback,0,0,False,0.00011695828822453075,0.3333333333333333,-0.3333333333333333
73,10,88.18674159049988,89.3867425441742,0.272297,0.272314,feedback,0,0,False,0.00011435822747547947,0.3333333333333333,-0.3333333333333333
74,10,89.40458345413208,90.60458464622498,0.253184,0.253224,feedback,0,0,False,0.00011263457609216013,0.3333333333333333,-0.3333333333333333
75,10,90.60441064834595,91.80441184043885,0.239311,0.239319,feedback,0,0,False,0.000108634482632079,0.3333333333333333,-0.3333333333333333
76,10,91.80451226234436,93.00451321601868,0.227744,0.227782,feedback,0,0,False,0.00010783446394006121,0.3333333333333333,-0.3333333333333333
77,10,93.02106428146362,94.22106523513794,0.218031,0.21806,feedback,0,0,False,0.00010398159614204944,0.3333333333333333,-0.3333333333333333
78,10,94.23701930046082,95.43702049255371,0.19271,0.192737,feedback,0,0,False,0.00010104124966462071,0.3333333333333333,-0.3333333333333333
79,10,95.42103385925293,96.62103505134583,0.193448,0.193459,feedback,0,0,False,9.83786874552531e-05,0.3333333333333333,-0.3333333333333333
80,10,96.62130618095398,97.8213071346283,0.173032,0.173046,feedback,0,0,False,9.727866175373181e-05,0.3333333333333333,-0.3333333333333333
81,10,97.83784627914429,99.03784747123719,0.161305,0.161326,feedback,0,0,False,9.585918414393685e-05,0.3333333333333333,-0.3333333333333333
82,10,99.03797793388367,100.23797912597657,0.149234,0.149241,feedback,0,0,False,9.375913507739382e-05,0.3333333333333333,-0.3333333333333333
83,10,100.23795366287231,101.43795461654663,0.139715,0.139738,feedback,0,0,False,9.30591187218785e-05,0.3333333333333333,-0.3333333333333333
84,10,101.45373272895813,102.65373392105103,0.117376,0.117417,feedback,0,0,False,9.072711979150446e-05,0.3333333333333333,-0.3333333333333333
85,10,101.6285891532898,102.8285903453827,0.0,0.0,feedback,0,0,False,9.061322824159933e-05,0.3333333333333333,-0.3333333333333333
86,10,101.63471794128418,102.83471913337708,0.0,0.0,feedback,0,0,False,9.055628246664677e-05,0.3333333333333333,-0.3333333333333333
87,10,101.65143322944641,102.85143418312073,0.0,0.0,feedback,0,0,False,9.049933669169421e-05,0.3333333333333333,-0.3333333333333333
88,10,101.66808462142944,102.86808581352234,0.0,0.0,feedback,0,0,False,9.044239091674164e-05,0.3333333333333333,-0.3333333333333333
89,10,101.68563556671143,102.88563675880432,0.0,0.0,feedback,0,0,False,9.038544514178908e-05,0.3333333333333333,-0.3333333333333333
90,10,101.70190501213074,102.90190620422364,0.0,0.0,feedback,0,0,False,9.032849936683652e-05,0.3333333333333333,-0.3333333333333333
91,10,101.71891379356384,102.91891474723816,0.0,0.0,feedback,0,0,False,9.027155359188395e-05,0.3333333333333333,-0.3333333333333333
92,10,101.7356264591217,102.9356276512146,0.0,0.0,feedback,0,0,False,9.021460781693139e-05,0.3333333333333333,-0.3333333333333333
93,10,101.75231504440308,102.9523159980774,0.0,0.0,feedback,0,0,False,9.015766204197883e-05,0.3333333333333333,-0.3333333333333333
94,10,101.76895475387573,102.96895570755005,0.0,0.0,feedback,0,0,False,9.010071626702626e-05,0.3333333333333333,-0.3333333333333333
95,10,101.78563046455383,102.98563141822815,0.0,0.0,feedback,0,0,False,9.00437704920737e-05,0.3333333333333333,-0.3333333333333333
96,10,101.8022928237915,103.00229377746582,0.0,0.0,feedback,0,0,False,8.998682471712114e-05,0.3333333333333333,-0.3333333333333333
97,10,101.81898021697998,103.0189811706543,0.0,0.0,feedback,0,0,False,8.992987894216857e-05,0.3333333333333333,-0.3333333333333333
98,10,101.83562684059143,103.03562779426575,0.0,0.0,feedback,0,0,False,8.987293316721601e-05,0.3333333333333333,-0.3333333333333333
99,10,101.85228824615479,103.0522891998291,0.0,0.0,feedback,0,0,False,8.981598739226344e-05,0.3333333333333333,-0.3333333333333333
100,10,101.86806297302246,103.06806392669678,0.0,0.0,feedback,0,0,False,8.975904161731088e-05,0.3333333333333333,-0.3333333333333333
101,10,101.88564133644104,103.08564229011536,0.0,0.0,feedback,0,0,False,8.970209584235832e-05,0.3333333333333333,-0.3333333333333333
102,10,101.90230941772461,103.10231037139893,0.0,0.0,feedback,0,0,False,8.964515006740575e-05,0.3333333333333333,-0.3333333333333333
103,10,101.91895914077759,103.11896009445191,0.0,0.0,feedback,0,0,False,8.958820429245319e-05,0.3333333333333333,-0.3333333333333333
104,10,101.93537044525146,103.13537139892578,0.0,0.0,feedback,0,0,False,8.953125851750063e-05,0.3333333333333333,-0.3333333333333333
105,10,101.95231866836548,103.15231986045838,0.0,0.0,feedback,0,0,False,8.947431274254806e-05,0.3333333333333333,-0.3333333333333333
106,10,101.9689679145813,103.16896886825562,0.0,0.0,feedback,0,0,False,8.94173669675955e-05,0.3333333333333333,-0.3333333333333333
107,10,101.98563051223755,103.18563146591187,0.0,0.0,feedback,0,0,False,8.936042119264294e-05,0.3333333333333333,-0.3333333333333333
108,10,102.0023136138916,103.20231456756592,0.0,0.0,feedback,0,0,False,8.930347541769037e-05,0.3333333333333333,-0.3333333333333333
109,10,102.01897478103638,103.2189757347107,0.0,0.0,feedback,0,0,False,8.924652964273781e-05,0.3333333333333333,-0.3333333333333333
110,10,102.03563237190247,103.23563332557679,0.0,0.0,feedback,0,0,False,8.918958386778525e-05,0.3333333333333333,-0.3333333333333333
111,10,102.05230259895325,103.25230355262757,0.0,0.0,feedback,0,0,False,8.913263809283268e-05,0.3333333333333333,-0.3333333333333333
112,10,102.06896710395813,103.26896781921387,0.0,0.0,feedback,0,0,False,8.907569231788012e-05,0.3333333333333333,-0.3333333333333333
113,10,102.08562850952148,103.2856294631958,0.0,0.0,feedback,0,0,False,8.901874654292755e-05,0.3333333333333333,-0.3333333333333333
114,10,102.10232543945312,103.30232639312744,0.0,0.0,feedback,0,0,False,8.896180076797499e-05,0.3333333333333333,-0.3333333333333333
115,10,102.11897420883179,103.3189751625061,0.0,0.0,feedback,0,0,False,8.890485499302243e-05,0.3333333333333333,-0.3333333333333333
116,10,102.13563203811646,103.33563299179077,0.0,0.0,feedback,0,0,False,8.884790921806986e-05,0.3333333333333333,-0.3333333333333333
117,10,102.15230798721313,103.35230894088745,0.0,0.0,feedback,0,0,False,8.87909634431173e-05,0.3333333333333333,-0.3333333333333333
118,10,102.16895985603333,103.36896104812622,0.0,0.0,feedback,0,0,False,8.873401766816474e-05,0.3333333333333333,-0.3333333333333333
119,10,102.18563055992126,103.38563175201416,0.0,0.0,feedback,0,0,False,8.867707189321217e-05,0.3333333333333333,-0.3333333333333333
120,10,102.20231986045837,103.40232105255127,0.0,0.0,feedback,0,0,False,8.862012611825961e-05,0.3333333333333333,-0.3333333333333333
121,10,102.21897792816162,103.41897864341736,0.0,0.0,feedback,0,0,False,8.856318034330705e-05,0.3333333333333333,-0.3333333333333333
122,10,102.23564863204956,103.43564958572388,0.0,0.0,feedback,0,0,False,8.850623456835448e-05,0.3333333333333333,-0.3333333333333333
123,10,102.25230431556702,103.45230526924134,0.0,0.0,feedback,0,0,False,8.844928879340192e-05,0.3333333333333333,-0.3333333333333333
124,10,102.2689778804779,103.46897883415222,0.0,0.0,feedback,0,0,False,8.839234301844936e-05,0.3333333333333333,-0.3333333333333333
125,10,102.2856297492981,103.48563070297241,0.0,0.0,feedback,0,0,False,8.833539724349679e-05,0.3333333333333333,-0.3333333333333333
126,10,102.30231547355652,103.50231642723084,0.0,0.0,feedback,0,0,False,8.827845146854423e-05,0.3333333333333333,-0.3333333333333333
127,10,102.31897616386414,103.51897711753845,0.0,0.0,feedback,0,0,False,8.822150569359166e-05,0.3333333333333333,-0.3333333333333333
128,10,102.33563709259033,103.53563804626465,0.0,0.0,feedback,0,0,False,8.81645599186391e-05,0.3333333333333333,-0.3333333333333333
129,10,102.35231137275696,103.55231232643128,0.0,0.0,feedback,0,0,False,8.810761414368654e-05,0.3333333333333333,-0.3333333333333333
130,10,102.368971824646,103.56897277832032,0.0,0.0,feedback,0,0,False,8.805066836873397e-05,0.3333333333333333,-0.3333333333333333
131,10,102.38565421104431,103.58565516471863,0.0,0.0,feedback,0,0,False,8.799372259378141e-05,0.3333333333333333,-0.3333333333333333
132,10,102.40231990814209,103.60232086181641,0.0,0.0,feedback,0,0,False,8.793677681882885e-05,0.3333333333333333,-0.3333333333333333
133,10,102.41895604133606,103.61895699501038,0.0,0.0,feedback,0,0,False,8.787983104387628e-05,0.3333333333333333,-0.3333333333333333
134,10,102.43563747406006,103.63563842773438,0.0,0.0,feedback,0,0,False,8.782288526892372e-05,0.3333333333333333,-0.3333333333333333
135,10,102.45230841636658,103.6523093700409,0.0,0.0,feedback,0,0,False,8.776593949397116e-05,0.3333333333333333,-0.3333333333333333
136,10,102.46897220611572,103.66897315979004,0.0,0.0,feedback,0,0,False,8.770899371901859e-05,0.3333333333333333,-0.3333333333333333
137,10,102.48564386367798,103.68564457893372,0.0,0.0,feedback,0,0,False,8.765204794406603e-05,0.3333333333333333,-0.3333333333333333
138,10,102.5023124217987,103.70231337547303,0.0,0.0,feedback,0,0,False,8.759510216911346e-05,0.3333333333333333,-0.3333333333333333
139,10,102.51898717880249,103.71898813247681,0.0,0.0,feedback,0,0,False,8.75381563941609e-05,0.3333333333333333,-0.3333333333333333
140,10,102.53564238548279,103.73564333915711,0.0,0.0,feedback,0,0,False,8.748121061920834e-05,0.3333333333333333,-0.3333333333333333
141,10,102.55231499671936,103.75231595039368,0.0,0.0,feedback,0,0,False,8.742426484425577e-05,0.3333333333333333,-0.3333333333333333
142,10,102.56897282600403,103.76897377967835,0.0,0.0,feedback,0,0,False,8.736731906930321e-05,0.3333333333333333,-0.3333333333333333
143,10,102.58563375473022,103.78563470840454,0.0,0.0,feedback,0,0,False,8.731037329435065e-05,0.3333333333333333,-0.3333333333333333
144,10,102.60230374336243,103.80230469703675,0.0,0.0,feedback,0,0,False,8.725342751939808e-05,0.3333333333333333,-0.3333333333333333
145,10,102.61897087097168,103.818971824646,0.0,0.0,feedback,0,0,False,8.719648174444552e-05,0.3333333333333333,-0.3333333333333333
146,10,102.63563299179077,103.83563394546509,0.0,0.0,feedback,0,0,False,8.713953596949296e-05,0.3333333333333333,-0.3333333333333333
147,10,102.6523084640503,103.85230917930603,0.0,0.0,feedback,0,0,False,8.708259019454039e-05,0.3333333333333333,-0.3333333333333333
148,10,102.66897177696228,103.8689727306366,0.0,0.0,feedback,0,0,False,8.702564441958783e-05,0.3333333333333333,-0.3333333333333333
149,10,102.68564438819885,103.88564510345459,0.0,0.0,feedback,0,0,False,8.696869864463527e-05,0.3333333333333333,-0.3333333333333333
150,10,102.70232367515564,103.90232462882996,0.0,0.0,feedback,0,0,False,8.69117528696827e-05,0.3333333333333333,-0.3333333333333333
151,10,102.71898674964905,103.91898770332337,0.0,0.0,feedback,0,0,False,8.685480709473014e-05,0.3333333333333333,-0.3333333333333333
152,10,102.73564171791077,103.93564267158509,0.0,0.0,feedback,0,0,False,8.679786131977757e-05,0.3333333333333333,-0.3333333333333333
153,10,102.75231623649597,103.95231719017029,0.0,0.0,feedback,0,0,False,8.674091554482501e-05,0.3333333333333333,-0.3333333333333333
154,10,102.7689733505249,103.96897430419922,0.0,0.0,feedback,0,0,False,8.668396976987245e-05,0.3333333333333333,-0.3333333333333333
155,10,102.78563952445984,103.98564047813416,0.0,0.0,feedback,0,0,False,8.662702399491988e-05,0.3333333333333333,-0.3333333333333333
156,10,102.80231618881226,104.00231714248658,0.0,0.0,feedback,0,0,False,8.657007821996732e-05,0.3333333333333333,-0.3333333333333333
157,10,102.8189697265625,104.01897068023682,0.0,0.0,feedback,0,0,False,8.651313244501476e-05,0.3333333333333333,-0.3333333333333333
158,10,102.8356385231018,104.03563947677613,0.0,0.0,feedback,0,0,False,8.64561866700622e-05,0.3333333333333333,-0.3333333333333333
159,10,102.8523302078247,104.05233116149903,0.0,0.0,feedback,0,0,False,8.639924089510963e-05,0.3333333333333333,-0.3333333333333333
160,10,102.86896014213562,104.06896109580994,0.0,0.0,feedback,0,0,False,8.634229512015707e-05,0.3333333333333333,-0.3333333333333333
161,10,102.8856406211853,104.08564157485962,0.0,0.0,feedback,0,0,False,8.62853493452045e-05,0.3333333333333333,-0.3333333333333333
162,10,102.90231800079346,104.10231895446778,0.0,0.0,feedback,0,0,False,8.622840357025194e-05,0.3333333333333333,-0.3333333333333333
163,10,102.9189784526825,104.11897940635681,0.0,0.0,feedback,0,0,False,8.617145779529938e-05,0.3333333333333333,-0.3333333333333333
164,10,102.93564200401306,104.13564295768738,0.0,0.0,feedback,0,0,False,8.611451202034681e-05,0.3333333333333333,-0.3333333333333333
165,10,102.95232677459717,104.15232772827149,0.0,0.0,feedback,0,0,False,8.605756624539425e-05,0.3333333333333333,-0.3333333333333333
166,10,102.968985080719,104.16898603439331,0.0,0.0,feedback,0,0,False,8.600062047044168e-05,0.3333333333333333,-0.3333333333333333
167,10,102.98563885688782,104.18563981056214,0.0,0.0,feedback,0,0,False,8.594367469548912e-05,0.3333333333333333,-0.3333333333333333
168,10,103.00232315063477,104.20232410430908,0.0,0.0,feedback,0,0,False,8.588672892053656e-05,0.3333333333333333,-0.3333333333333333
169,10,103.01897287368774,104.21897358894348,0.0,0.0,feedback,0,0,False,8.5829783145584e-05,0.3333333333333333,-0.3333333333333333
170,10,103.03564476966858,104.2356457233429,0.0,0.0,feedback,0,0,False,8.577283737063143e-05,0.3333333333333333,-0.3333333333333333
171,10,103.05231857299805,104.25231952667237,0.0,0.0,feedback,0,0,False,8.571589159567887e-05,0.3333333333333333,-0.3333333333333333
172,10,103.06897783279419,104.26897878646851,0.0,0.0,feedback,0,0,False,8.56589458207263e-05,0.3333333333333333,-0.3333333333333333
173,10,103.08564043045044,104.28564138412476,0.0,0.0,feedback,0,0,False,8.560200004577374e-05,0.3333333333333333,-0.3333333333333333
174,10,103.10231351852417,104.30231447219849,0.0,0.0,feedback,0,0,False,8.554505427082118e-05,0.3333333333333333,-0.3333333333333333
175,10,103.11897039413452,104.31897134780884,0.0,0.0,feedback,0,0,False,8.548810849586861e-05,0.3333333333333333,-0.3333333333333333
176,10,103.13565421104431,104.33565540313721,0.0,0.0,feedback,0,0,False,8.543116272091605e-05,0.3333333333333333,-0.3333333333333333
177,10,103.1523187160492,104.35231966972351,0.0,0.0,feedback,0,0,False,8.537421694596349e-05,0.3333333333333333,-0.3333333333333333
178,10,103.16899466514587,104.3689956188202,0.0,0.0,feedback,0,0,False,8.531727117101092e-05,0.3333333333333333,-0.3333333333333333
179,10,103.18564867973328,104.3856496334076,0.0,0.0,feedback,0,0,False,8.526032539605836e-05,0.3333333333333333,-0.3333333333333333
180,10,103.20232939720154,104.40233035087586,0.0,0.0,feedback,0,0,False,8.52033796211058e-05,0.3333333333333333,-0.3333333333333333
181,10,103.21899890899658,104.4189998626709,0.0,0.0,feedback,0,0,False,8.514643384615323e-05,0.3333333333333333,-0.3333333333333333
182,10,103.2356481552124,104.43564887046814,0.0,0.0,feedback,0,0,False,8.508948807120067e-05,0.3333333333333333,-0.3333333333333333
183,10,103.2523283958435,104.45232911109925,0.0,0.0,feedback,0,0,False,8.50325422962481e-05,0.3333333333333333,-0.3333333333333333
184,10,103.26897931098938,104.4689802646637,0.0,0.0,feedback,0,0,False,8.497559652129554e-05,0.3333333333333333,-0.3333333333333333
185,10,103.28564381599426,104.48564476966858,0.0,0.0,feedback,0,0,False,8.491865074634298e-05,0.3333333333333333,-0.3333333333333333
186,10,103.30232405662537,104.50232501029969,0.0,0.0,feedback,0,0,False,8.486170497139041e-05,0.3333333333333333,-0.3333333333333333
187,10,103.31898474693298,104.5189857006073,0.0,0.0,feedback,0,0,False,8.480475919643785e-05,0.3333333333333333,-0.3333333333333333
188,10,103.33563303947449,104.5356339931488,0.0,0.0,feedback,0,0,False,8.474781342148529e-05,0.3333333333333333,-0.3333333333333333
189,10,103.35231637954712,104.55231733322144,0.0,0.0,feedback,0,0,False,8.469086764653272e-05,0.3333333333333333,-0.3333333333333333
190,10,103.36898636817932,104.56898708343506,0.0,0.0,feedback,0,0,False,8.463392187158016e-05,0.3333333333333333,-0.3333333333333333
191,10,103.38563823699951,104.58563942909241,0.0,0.0,feedback,0,0,False,8.45769760966276e-05,0.3333333333333333,-0.3333333333333333
192,10,103.40231847763062,104.60231943130493,0.0,0.0,feedback,0,0,False,8.452003032167503e-05,0.3333333333333333,-0.3333333333333333
193,10,103.41898465156555,104.61898560523987,0.0,0.0,feedback,0,0,False,8.446308454672247e-05,0.3333333333333333,-0.3333333333333333
194,10,103.43564915657043,104.63565011024475,0.0,0.0,feedback,0,0,False,8.44061387717699e-05,0.3333333333333333,-0.3333333333333333
195,10,103.45231747627258,104.6523184299469,0.0,0.0,feedback,0,0,False,8.434919299681734e-05,0.3333333333333333,-0.3333333333333333
196,10,103.46898746490479,104.6689884185791,0.0,0.0,feedback,0,0,False,8.429224722186478e-05,0.3333333333333333,-0.3333333333333333
197,10,103.48564910888672,104.68565006256104,0.0,0.0,feedback,0,0,False,8.423530144691221e-05,0.3333333333333333,-0.3333333333333333
198,10,103.50234389305115,104.70234484672547,0.0,0.0,feedback,0,0,False,8.417835567195965e-05,0.3333333333333333,-0.3333333333333333
199,10,103.51900553703308,104.71900672912598,0.0,0.0,feedback,0,0,False,8.412140989700709e-05,0.3333333333333333,-0.3333333333333333
200,10,103.53566336631775,104.73566431999207,0.0,0.0,feedback,0,0,False,8.406446412205452e-05,0.3333333333333333,-0.3333333333333333
201,10,103.55232572555542,104.75232667922974,0.0,0.0,feedback,0,0,False,8.400751834710196e-05,0.3333333333333333,-0.3333333333333333
202,10,103.56899356842041,104.76899452209473,0.0,0.0,feedback,0,0,False,8.39505725721494e-05,0.3333333333333333,-0.3333333333333333
203,10,103.58564591407776,104.78564686775208,0.0,0.0,feedback,0,0,False,8.389362679719683e-05,0.3333333333333333,-0.3333333333333333
204,10,103.60232591629028,104.8023268699646,0.0,0.0,feedback,0,0,False,8.383668102224427e-05,0.3333333333333333,-0.3333333333333333
205,10,103.61898851394653,104.81898946762085,0.0,0.0,feedback,0,0,False,8.37797352472917e-05,0.3333333333333333,-0.3333333333333333
206,10,103.63564157485962,104.83564229011536,0.0,0.0,feedback,0,0,False,8.372278947233914e-05,0.3333333333333333,-0.3333333333333333
207,10,103.65232682228088,104.8523277759552,0.0,0.0,feedback,0,0,False,8.366584369738658e-05,0.3333333333333333,-0.3333333333333333
