thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
,,1.2,t,1.4863100051879883,sub-001,2,,Feedback,15min,2026-03-23_13h08.18.894,DMN_BallTask,2,1,150,2,1.2,7.5,60.48197496683394,
