thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
,,1.2,t,2.00350022315979,sub-001,1,,Feedback,15min,2026-03-23_09h22.27.484,DMN_BallTask,2,1,150,2,1.2,10,59.99782570135435,
