volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,10,0.000152587890625,1.2001535415649414,-1.2123298369964388,-2.2067153244519138,baseline,0,0,nan,nan,nan,nan
1,10,1.216468334197998,2.4164692878723146,0.2281489666206764,-0.03825299615767609,baseline,0,0,nan,nan,nan,nan
2,10,2.4164817333221436,3.61648268699646,1.6765630219335788,-0.4961951516859909,baseline,0,0,nan,nan,nan,nan
3,10,3.6165592670440674,4.816560459136963,1.1764791059292785,0.42897598230910367,baseline,0,0,nan,nan,nan,nan
4,10,4.833215713500977,6.033216667175293,-0.9430203677659409,1.5440522587747056,baseline,0,0,nan,nan,nan,nan
5,10,6.033231735229492,7.233232688903809,-1.7477275944296193,-1.6295637340053852,baseline,0,0,nan,nan,nan,nan
6,10,7.234573125839233,8.434574079513549,-0.5103224537930088,-0.7070350469139279,baseline,0,0,nan,nan,nan,nan
7,10,8.449902772903442,9.649903726577758,-0.4425116939809462,-0.7900800538483094,baseline,0,0,nan,nan,nan,nan
8,10,9.649921655654907,10.849922609329223,-0.5170077043781383,-0.5445280203174495,baseline,0,0,nan,nan,nan,nan
9,10,10.849928617477417,12.049929571151733,0.03512022998909223,0.47301732879738356,baseline,0,0,nan,nan,nan,nan
10,10,12.049952268600464,13.24995322227478,-0.28148486061642786,0.4876840513313884,baseline,0,0,nan,nan,nan,nan
11,10,13.249958753585815,14.449959707260131,-1.9329045644865535,-1.7868403610275811,baseline,0,0,nan,nan,nan,nan
12,10,14.449982643127441,15.649983596801757,-0.1890330876996313,-0.01869990603392411,baseline,0,0,nan,nan,nan,nan
13,10,15.649999618530273,16.85000057220459,-1.2112822941668178,-0.7165776824630479,baseline,0,0,nan,nan,nan,nan
