volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,10,0.011500358581542969,1.2115017890930175,0.0,0.0,baseline,0,0,nan,nan,nan,nan
1,10,0.016889095306396484,1.216890287399292,0.0,0.0,baseline,0,0,nan,nan,nan,nan
2,10,0.03355836868286133,1.233559799194336,0.0,0.0,baseline,0,0,nan,nan,nan,nan
3,10,0.050214529037475586,1.250215721130371,0.0,0.0,baseline,0,0,nan,nan,nan,nan
4,10,0.06696176528930664,1.2669631958007812,0.0,0.0,baseline,0,0,nan,nan,nan,nan
5,10,0.08367037773132324,1.2836715698242187,0.0,0.0,baseline,0,0,nan,nan,nan,nan
6,10,0.10035562515258789,1.3003568172454834,0.0,0.0,baseline,0,0,nan,nan,nan,nan
7,10,0.11694812774658203,1.3169493198394775,0.0,0.0,baseline,0,0,nan,nan,nan,nan
8,10,0.13358092308044434,1.3335821151733398,0.0,0.052292,baseline,0,0,nan,nan,nan,nan
9,10,0.15021347999572754,1.350214672088623,0.0,-0.098422,baseline,0,0,nan,nan,nan,nan
10,10,0.16706538200378418,1.3670665740966796,0.0,0.010643,baseline,0,0,nan,nan,nan,nan
11,10,0.18354558944702148,1.383546781539917,0.0,-0.101712,baseline,0,0,nan,nan,nan,nan
12,10,0.20019841194152832,1.4001996040344238,0.0,-0.123279,baseline,0,0,nan,nan,nan,nan
13,10,0.21706199645996094,1.4170631885528564,0.0,-0.473099,baseline,0,0,nan,nan,nan,nan
14,10,0.23354363441467285,1.4335448265075683,0.0,-0.356087,baseline,0,0,nan,nan,nan,nan
15,10,0.25020575523376465,1.4502069473266601,0.0,-0.305765,baseline,0,0,nan,nan,nan,nan
16,10,0.26708126068115234,1.4670822143554687,0.0,-0.307702,baseline,0,0,nan,nan,nan,nan
17,10,0.28353261947631836,1.4835338115692138,0.0,-0.314725,baseline,0,0,nan,nan,nan,nan
18,10,0.30019640922546387,1.5001973628997802,0.0,-0.313436,baseline,0,0,nan,nan,nan,nan
19,10,0.31705665588378906,1.5170578479766845,0.0,-0.076683,baseline,0,0,nan,nan,nan,nan
20,10,0.333543062210083,1.5335442543029785,0.0,0.034223,baseline,0,0,nan,nan,nan,nan
21,10,0.35041308403015137,1.5504142761230468,0.0,-0.361668,baseline,0,0,nan,nan,nan,nan
22,10,0.36705851554870605,1.5670597076416015,0.0,-0.140895,baseline,0,0,nan,nan,nan,nan
23,10,0.3836991786956787,1.5837003707885742,0.0,-0.255255,baseline,0,0,nan,nan,nan,nan
24,10,0.4004073143005371,1.6004085063934326,0.0,-0.260507,baseline,0,0,nan,nan,nan,nan
25,10,0.4169001579284668,1.6169013500213623,0.0,-0.05628,baseline,0,0,nan,nan,nan,nan
26,10,0.43357419967651367,1.63357515335083,0.0,0.236342,baseline,0,0,nan,nan,nan,nan
27,10,0.45022082328796387,1.6502220153808593,0.0,0.011375,baseline,0,0,nan,nan,nan,nan
28,10,0.46688222885131836,1.6668834209442138,0.0,-0.044437,baseline,0,0,nan,nan,nan,nan
29,10,0.4838724136352539,1.6838736057281494,0.0,-0.003118,baseline,0,0,nan,nan,nan,nan
30,10,0.5002062320709229,1.7002074241638183,0.0,0.061718,baseline,0,0,nan,nan,nan,nan
31,10,0.5168778896331787,1.7168790817260742,0.0,0.11789,baseline,0,0,nan,nan,nan,nan
32,10,0.5335354804992676,1.733536672592163,0.0,-0.194431,baseline,0,0,nan,nan,nan,nan
33,10,0.5504298210144043,1.7504310131072998,0.0,0.033034,baseline,0,0,nan,nan,nan,nan
34,10,0.566887617111206,1.7668885707855224,0.0,0.003356,baseline,0,0,nan,nan,nan,nan
35,10,0.5837752819061279,1.7837764739990234,0.0,0.866776,baseline,0,0,nan,nan,nan,nan
36,10,0.6003413200378418,1.8003427505493164,0.0,0.953566,baseline,0,0,nan,nan,nan,nan
37,10,0.6170578002929688,1.8170589923858642,0.0,0.699151,baseline,0,0,nan,nan,nan,nan
38,10,0.6337637901306152,1.8337647438049316,0.0,0.855527,baseline,0,0,nan,nan,nan,nan
39,10,0.6504032611846924,1.8504044532775878,0.0,0.751289,baseline,0,0,nan,nan,nan,nan
40,10,0.6669812202453613,1.8669824123382568,0.0,0.875873,baseline,0,0,nan,nan,nan,nan
41,10,0.6835422515869141,1.8835432052612304,0.0,0.831843,baseline,0,0,nan,nan,nan,nan
42,10,0.7002182006835938,1.9002191543579101,0.0,0.832198,baseline,0,0,nan,nan,nan,nan
43,10,0.716883659362793,1.9168848514556884,0.0,0.768799,baseline,0,0,nan,nan,nan,nan
44,10,0.7335383892059326,1.933539581298828,0.0,0.771072,baseline,0,0,nan,nan,nan,nan
45,10,0.7502098083496094,1.9502107620239257,0.0,0.570441,baseline,0,0,nan,nan,nan,nan
46,10,0.7669107913970947,1.9669119834899902,0.0,0.639218,baseline,0,0,nan,nan,nan,nan
47,10,0.783576488494873,1.9835774421691894,0.0,0.381397,baseline,0,0,nan,nan,nan,nan
48,10,0.8002424240112305,2.000243377685547,0.0,0.528938,baseline,0,0,nan,nan,nan,nan
49,10,0.8169035911560059,2.0169045448303224,0.0,0.51665,baseline,0,0,nan,nan,nan,nan
50,10,1.1363797187805176,2.3363813877105715,0.0,0.503005,baseline,0,0,nan,nan,nan,nan
51,10,2.3340415954589844,3.53404278755188,0.0,0.54469,baseline,0,0,nan,nan,nan,nan
52,10,3.5504913330078125,4.750492525100708,0.0,0.763477,baseline,0,0,nan,nan,nan,nan
53,10,4.751255512237549,5.951256942749024,0.0,0.582739,baseline,0,0,nan,nan,nan,nan
54,10,5.951037883758545,7.15103931427002,0.0,0.252491,baseline,0,0,nan,nan,nan,nan
55,10,7.1508469581604,8.350847911834716,0.0,0.638397,baseline,0,0,nan,nan,nan,nan
56,10,8.367287397384644,9.567288589477538,0.0,0.718441,baseline,0,0,nan,nan,nan,nan
57,10,9.567462682723999,10.767464113235473,0.0,0.64657,baseline,0,0,nan,nan,nan,nan
