thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
,,1.2,t,1.9869935512542725,sub-123,3,,Feedback,15min,2026-03-23_09h41.06.136,DMN_BallTask,2,1,150,2,1.2,10,59.868510075850786,
